"z_id","address","dateSold","price","beds","baths","house_area"
"zpid_42721079","4717 SW 85th Dr, Gainesville, FL",2017-03-16,155000,2,2,1275
"zpid_42712018","3422 NW 104th Way, Gainesville, FL",2017-03-15,607000,2,2,1131
"zpid_42718965","2115 SW 76th Ter, Gainesville, FL",2017-03-15,426000,4,2,2350
"zpid_42715021","2007 NW 34th Ter, Gainesville, FL",2017-03-15,224000,4,3,2269
"zpid_66686011","1320 SW 104th St, Gainesville, FL",2017-03-15,316500,4,3,2189
"zpid_42709502","3237 NW 25th Ave, Gainesville, FL",2017-03-15,181500,3,2,2572
"zpid_2094962816","3318 114th Way, Gainesville, FL",2017-03-14,489500,4,4,3068
"zpid_42703078","5427 NW 31st Ter, Gainesville, FL",2017-03-14,165000,3,2,1627
"zpid_42729659","1631 NW 39th Ave, Gainesville, FL",2017-03-14,130000,3,2,1430
"zpid_66675957","9102 SW 49th Pl, Gainesville, FL",2017-03-14,220000,2,3,1512
"zpid_42706447","4145 NW 67th Ter, Gainesville, FL",2017-03-14,229000,3,2,2116
"zpid_42708276","2416 NW 47th Ln, Gainesville, FL",2017-03-14,135443,2,2,1322
"zpid_42715085","1920 NW 23rd St, Gainesville, FL",2017-03-13,272000,4,2,3417
"zpid_42736841","530 SW 21st Ave, Gainesville, FL",2017-03-13,292000,3,2,3000
"zpid_42705496","5704 NW 54th Way, Gainesville, FL",2017-03-13,250000,4,2,2272
"zpid_42703511","5610 NW 30th Ter, Gainesville, FL",2017-03-13,145500,3,2,1365
"zpid_42717916","7706 SW 6th Pl, Gainesville, FL",2017-03-13,152000,4,3,1835
"zpid_42713946","1206 NW 39th Dr, Gainesville, FL",2017-03-13,179900,3,2,1430
"zpid_66702780","3901 SW 20th Ave APT 801, Gainesville, FL",2017-03-13,98000,2,2,1175
"zpid_42727351","3907 NW 20th Dr, Gainesville, FL",2017-03-12,149000,3,2,1329
"zpid_42727158","4216 NW 22nd Ter, Gainesville, FL",2017-03-10,124000,3,1,1040
"zpid_58882284","2540 NW 31st Ave, Gainesville, FL",2017-03-10,264000,3,3,2430
"zpid_42702710","7211 NW 52nd Ter, Gainesville, FL",2017-03-09,189000,3,2,1814
"zpid_42727312","1610 NW 42nd Ave, Gainesville, FL",2017-03-09,144900,3,2,1276
"zpid_42718181","9614 SW 1st Pl, Gainesville, FL",2017-03-09,335000,3,2,2178
"zpid_103026261","542 SW 42nd St, Gainesville, FL",2017-03-08,4e+05,4,3,2495
"zpid_42722452","3314 SW 94th Dr, Gainesville, FL",2017-03-08,373000,4,3,2333
"zpid_87621870","921 SW Depot Ave, Gainesville, FL",2017-03-08,261500,4,4,1444
"zpid_42697858","1705 NW 113th Dr, Gainesville, FL",2017-03-08,309000,4,3,2539
"zpid_42709489","3305 NW 24th Ave, Gainesville, FL",2017-03-08,123700,4,2,2040
"zpid_42717855","8019 NW 1st Pl, Gainesville, FL",2017-03-08,185000,3,2,2408
"zpid_42706815","3528 NW 52nd Ave, Gainesville, FL",2017-03-07,167514,3,2,1441
"zpid_42722202","5103 SW 103rd Way, Gainesville, FL",2017-03-07,187500,2,2,1248
"zpid_42710924","4607 NW 31st Ave, Gainesville, FL",2017-03-06,178400,3,2,1580
"zpid_42722613","6925 SW 44th Ave, Gainesville, FL",2017-03-06,67000,2,2.5,1124
"zpid_81779118","3705 SW 27th St APT 317, Gainesville, FL",2017-03-06,110000,3,3,1198
"zpid_42714872","2210 NW 36th Ter, Gainesville, FL",2017-03-06,180000,4,2,1906
"zpid_97863278","6350 NW 41st Ave, Gainesville, FL",2017-03-03,453000,4,4,2797
"zpid_42721548","9939 SW 56th Ln, Gainesville, FL",2017-03-03,3e+05,4,3,2668
"zpid_66690649","1246 NW 120th Way, Gainesville, FL",2017-03-03,177000,3,2,1559
"zpid_42708837","4611 NW 30th St, Gainesville, FL",2017-03-03,168000,4,2,1552
"zpid_2095502946","3314 SW 94th Dr, Gainesville, FL",2017-03-03,373000,4,3,2333
"zpid_42723474","5801 SW 89th Dr, Gainesville, FL",2017-03-03,424000,5,4,3156
"zpid_58880656","4000 SW 23rd St # 3-202, Gainesville, FL",2017-03-03,122000,4,4,1177
"zpid_42703162","5814 NW 32nd St, Gainesville, FL",2017-03-03,169500,4,3,1864
"zpid_42714028","830 NW 42nd Ter, Gainesville, FL",2017-03-03,129500,2,2,1100
"zpid_2096125706","8263 NW 53rd St, Gainesville, FL",2017-03-02,237969,3,2,1876
"zpid_42703262","6329 NW 31st Ter, Gainesville, FL",2017-03-02,140000,3,2,1378
"zpid_42729757","3309 NW 18th St, Gainesville, FL",2017-03-02,129500,3,2,1085
"zpid_42711032","3214 NW 53rd Dr, Gainesville, FL",2017-03-02,191000,3,2,1472
"zpid_42730875","2061 NW 14th Ave, Gainesville, FL",2017-03-02,325200,4,3,2550
"zpid_42717863","119 SW 75th Ter, Gainesville, FL",2017-03-02,153000,3,2,1330
"zpid_82039880","11950 NW 14th Rd, Gainesville, FL",2017-03-02,215000,4,2,2864
"zpid_42729897","3433 NW 22nd Ter, Gainesville, FL",2017-03-01,149900,4,2,1215
"zpid_42696876","10901 NW 36th Pl, Gainesville, FL",2017-03-01,171000,3,2,1566
"zpid_42703950","5609 NW 34th St, Gainesville, FL",2017-03-01,226300,4,3,1857
"zpid_42703635","5806 NW 29th St, Gainesville, FL",2017-03-01,140000,3,2,1878
"zpid_58882990","1125 SW 75th Way, Gainesville, FL",2017-03-01,152000,3,2,1417
"zpid_103026412","3305 SW 5TH Ct, Gainesville, FL",2017-03-01,75000,4,3,2902
"zpid_58880369","9764 SW 52nd Rd, Gainesville, FL",2017-03-01,85000,2,2.5,1400
"zpid_42724300","2223 SW 41st Ln, Gainesville, FL",2017-03-01,175000,3,2,1400
"zpid_42722356","9844 SW 34th Rd, Gainesville, FL",2017-03-01,235000,3,2,1818
"zpid_2094712588","8250 Nw 53rd Terrace, Gainesville, FL",2017-02-28,236760,4,3,1974
"zpid_42704752","3737 NW 58th Pl, Gainesville, FL",2017-02-28,127900,3,3,1750
"zpid_42730542","1654 NW 14th Ave, Gainesville, FL",2017-02-28,274900,3,2,1828
"zpid_42702249","8620 NW 13th St LOT 130, Gainesville, FL",2017-02-28,124900,2,2,1176
"zpid_42703370","6706 NW 30th Ter, Gainesville, FL",2017-02-28,130000,3,2,1040
"zpid_42711046","5325 NW 30th Ln, Gainesville, FL",2017-02-28,165000,3,2,1890
"zpid_42715720","319 NW 25th St, Gainesville, FL",2017-02-28,241900,5,3,2100
"zpid_42710934","4634 NW 30th Ave, Gainesville, FL",2017-02-28,123000,2,2,1072
"zpid_42702410","8620 NW 13th St LOT 444, Gainesville, FL",2017-02-28,107500,2,2,864
"zpid_58882591","10538 NW 14th Pl, Gainesville, FL",2017-02-28,225000,4,2,2137
"zpid_58882094","6801 Millhopper Rd, Gainesville, FL",2017-02-28,110000,3,2.5,1774
"zpid_58881294","3018 NW 28th Cir, Gainesville, FL",2017-02-28,83000,3,2,1385
"zpid_42727162","4232 NW 22nd Ter, Gainesville, FL",2017-02-28,78000,3,1,1688
"zpid_103022991","5437 NW 81st Ave, Gainesville, FL",2017-02-27,280000,5,4,2736
"zpid_58881029","2552 SW 14th Dr, Gainesville, FL",2017-02-27,130000,3,2,2242
"zpid_42714474","3831 NW 17th Ave, Gainesville, FL",2017-02-27,120000,3,1,1189
"zpid_42721181","5021 SW 94th St, Gainesville, FL",2017-02-27,166000,2,2,1199
"zpid_42710971","4517 NW 29th Ave, Gainesville, FL",2017-02-24,121000,3,2,1152
"zpid_87623991","4624 NW 82nd Rd, Gainesville, FL",2017-02-24,252500,4,2,2225
"zpid_66694394","4304 SW 69th Ter, Gainesville, FL",2017-02-24,65000,2,2,1144
"zpid_58880448","3111 SW 98th Dr, Gainesville, FL",2017-02-24,287000,4,3,2293
"zpid_42716369","531 NW 34th St, Gainesville, FL",2017-02-23,130000,3,2,1240
"zpid_42727026","4321 NW 20th St, Gainesville, FL",2017-02-23,120000,3,2,1202
"zpid_42704369","3416 NW 61st Pl, Gainesville, FL",2017-02-23,172800,3,2,1970
"zpid_42718922","1108 SW 82nd Ter, Gainesville, FL",2017-02-23,231500,4,2,1908
"zpid_87625912","1806 NW 100th Way, Gainesville, FL",2017-02-23,280714,3,2,2295
"zpid_70607583","4935 NW 20th Ter, Gainesville, FL",2017-02-23,166000,3,2,1724
"zpid_42722205","5133 SW 103rd Way, Gainesville, FL",2017-02-23,192000,3,2,1270
"zpid_58879798","5021 SW 10th Ln, Gainesville, FL",2017-02-23,8350,2,2,1250
"zpid_42735403","1016 SW 6th Ave, Gainesville, FL",2017-02-23,685000,5,3,2378
"zpid_42735402","1025 SW 5th Ave, Gainesville, FL",2017-02-23,760000,3,2,1556
"zpid_42709671","3412 NW 26th Ter, Gainesville, FL",2017-02-22,345000,4,2,2065
"zpid_42696830","3716 NW 108th Blvd, Gainesville, FL",2017-02-22,154000,3,2,1224
"zpid_42720846","4930 SW 83rd Ter, Gainesville, FL",2017-02-22,219000,3,2,1476
"zpid_42707978","4801 NW 28th St, Gainesville, FL",2017-02-22,120700,3,2,1206
"zpid_42722098","4434 SW 91st Dr, Gainesville, FL",2017-02-22,290000,3,3,2980
"zpid_42703783","6025 NW 29th Ter, Gainesville, FL",2017-02-22,142500,3,2,1222
"zpid_42718622","7812 SW 13th Rd, Gainesville, FL",2017-02-22,101500,3,2,1438
"zpid_42708651","5007 NW 29th St, Gainesville, FL",2017-02-22,120000,3,1,1008
"zpid_42706825","3451 NW 52nd Ave, Gainesville, FL",2017-02-22,178000,3,2,1321
"zpid_42736603","2049 NW 7th Ln, Gainesville, FL",2017-02-22,3e+05,3,2.5,2935
"zpid_42703732","6121 NW 27th Ter, Gainesville, FL",2017-02-22,60100,3,2,1572
"zpid_42736553","2208 NW 7th Ln, Gainesville, FL",2017-02-21,420000,3,3,2821
"zpid_42711158","4919 NW 31st Pl, Gainesville, FL",2017-02-21,113000,4,2,1965
"zpid_42729986","1923 NW 23rd Blvd APT 103, Gainesville, FL",2017-02-21,51550,1,1,705
"zpid_42706781","3623 NW 53rd Ave, Gainesville, FL",2017-02-21,136000,2,2,1416
"zpid_42722346","3632 SW 98th Blvd, Gainesville, FL",2017-02-21,241300,3,2,1546
"zpid_42728801","453 NW 37th Pl, Gainesville, FL",2017-02-21,136500,3,2,2007
"zpid_42705923","4147 NW 75th St, Gainesville, FL",2017-02-21,160000,3,2,2102
"zpid_42730581","1643 NW 14th Ave, Gainesville, FL",2017-02-20,288000,3,2,2500
"zpid_42712978","1720 NW 68th Ter, Gainesville, FL",2017-02-20,289000,5,3,3529
"zpid_42704206","5434 NW 35th Dr, Gainesville, FL",2017-02-20,162000,3,2,1367
"zpid_58882267","2502 NW 49th Ave, Gainesville, FL",2017-02-20,168000,3,2,1486
"zpid_42720871","5326 SW 83rd Ter, Gainesville, FL",2017-02-20,171000,3,2,1454
"zpid_42729574","2047 NW 34th Ave, Gainesville, FL",2017-02-20,112500,3,1,1100
"zpid_42722164","5149 SW 103rd Dr, Gainesville, FL",2017-02-20,220000,3,2,1858
"zpid_42703323","6706 NW 26th Ter, Gainesville, FL",2017-02-20,73500,3,2,1540
"zpid_87621297","1961 SW 65th Dr, Gainesville, FL",2017-02-17,237000,4,2,2233
"zpid_42706008","6006 NW 47th Pl, Gainesville, FL",2017-02-17,441000,4,4,3466
"zpid_42703600","5902 NW 27th Ter, Gainesville, FL",2017-02-17,169900,4,2,1676
"zpid_42709734","3480 NW 37th St, Gainesville, FL",2017-02-17,93200,4,3,2071
"zpid_58257087","9439 SW 29th Ln, Gainesville, FL",2017-02-17,292000,3,2,2158
"zpid_42711022","3207 NW 53rd Dr, Gainesville, FL",2017-02-17,194300,3,2,1968
"zpid_42727669","4117 NW 12th St, Gainesville, FL",2017-02-17,69900,2,1,889
"zpid_103020127","7688 SW 25th Ave, Gainesville, FL",2017-02-17,705000,2,2,1455
"zpid_42721962","5040 SW 88th Ter, Gainesville, FL",2017-02-17,259500,3,3,1656
"zpid_42710347","3506 NW 53rd Ter, Gainesville, FL",2017-02-17,441000,3,2,1426
"zpid_42708006","3921 NW 23rd Dr, Gainesville, FL",2017-02-16,165000,3,2,1299
"zpid_42730582","1653 NW 14th Ave, Gainesville, FL",2017-02-16,260000,4,3,2624
"zpid_2095262594","10348 SW 27th Pl, Gainesville, FL",2017-02-15,701320,4,4,3477
"zpid_2095367310","10373 SW 26th Pl, Gainesville, FL",2017-02-15,614671,4,4,3225
"zpid_42707536","2338 NW 44th Pl, Gainesville, FL",2017-02-15,143464,3,2,1769
"zpid_42711044","5336 NW 30th Ln, Gainesville, FL",2017-02-15,121600,3,2,1570
"zpid_42727087","4245 NW 20th Ter, Gainesville, FL",2017-02-14,142000,3,2,1318
"zpid_42724728","1908 SW Williston Rd, Gainesville, FL",2017-02-14,80000,2,1,975
"zpid_103026651","4107 NW 26th Ter, Gainesville, FL",2017-02-13,309000,4,3,2594
"zpid_58880003","4415 SW 20th Ln, Gainesville, FL",2017-02-13,84300,3,2,1361
"zpid_42710897","4713 NW 32nd Ave, Gainesville, FL",2017-02-13,170000,3,2,1529
"zpid_42706048","5113 NW 59th Ter, Gainesville, FL",2017-02-10,345000,4,3,2163
"zpid_42712818","1024 NW 90th Dr, Gainesville, FL",2017-02-10,177000,3,2,1516
"zpid_42731523","1614 NW 4th St, Gainesville, FL",2017-02-10,15000,4,3,1932
"zpid_42713969","4020 NW 8th Ave, Gainesville, FL",2017-02-09,1e+05,3,2,1577
"zpid_42719073","1312 SW 61st St, Gainesville, FL",2017-02-09,32000,2,2.5,1110
"zpid_42703156","6007 NW 32nd St, Gainesville, FL",2017-02-08,165000,3,2,1589
"zpid_42715646","321 NW 23rd St, Gainesville, FL",2017-02-08,525000,5,5,4400
"zpid_118489575","9912 NW 16th Rd, Gainesville, FL",2017-02-08,367042,4,4,2763
"zpid_42718861","1020 SW 80th Ter, Gainesville, FL",2017-02-08,185000,3,2,1526
"zpid_103035322","9927 NW 18th Rd, Gainesville, FL",2017-02-07,22200,3,2,1584
"zpid_42715464","2810 NW 10th Pl, Gainesville, FL",2017-02-07,518000,4,5,4121
"zpid_42715937","727 SW 27th St, Gainesville, FL",2017-02-07,675000,4,3,3936
"zpid_42713259","2110 NW 58th Ter, Gainesville, FL",2017-02-07,170000,3,2,1964
"zpid_42717128","611 NW 53rd Ter, Gainesville, FL",2017-02-07,155000,3,2,1663
"zpid_42722275","3933 SW 97th St, Gainesville, FL",2017-02-06,315000,3,2,2118
"zpid_42727732","4323 NW 12th Ter, Gainesville, FL",2017-02-06,83900,3,2,1252
"zpid_42696938","10904 NW 33rd Pl, Gainesville, FL",2017-02-06,183700,3,2,1478
"zpid_42719321","7011 SW 21st Ln, Gainesville, FL",2017-02-06,25000,2,2,742
"zpid_42718272","10005 SW 15th Pl, Gainesville, FL",2017-02-06,67700,3,3,2020
"zpid_42727717","1217 NW 45th Ave, Gainesville, FL",2017-02-03,20900,3,1,1080
"zpid_2096039246","9518 SW 9th Pl, Gainesville, FL",2017-02-03,269900,3,2,3462
"zpid_42719742","2225 SW 47th St, Gainesville, FL",2017-02-03,253000,2,1,800
"zpid_42727029","4407 NW 20th St, Gainesville, FL",2017-02-02,153000,3,2,1452
"zpid_42710103","2530 NW 34th Ter, Gainesville, FL",2017-02-02,23000,3,2,2112
"zpid_42703620","5730 NW 28th Ter, Gainesville, FL",2017-02-01,145000,3,2,1267
"zpid_42712059","10434 NW 35th Pl, Gainesville, FL",2017-02-01,181250,3,3,1616
"zpid_103026348","7905 NW 45th St, Gainesville, FL",2017-02-01,302500,3,3,2352
"zpid_42706631","4614 NW 53rd St, Gainesville, FL",2017-02-01,438000,5,3,3318
"zpid_66690105","8714 SW 38th Ave, Gainesville, FL",2017-02-01,55000,4,3.5,3373
"zpid_54478019","1118 NW 106th St, Gainesville, FL",2017-02-01,270000,4,3,2469
"zpid_99339926","8211 NW 51st St, Gainesville, FL",2017-02-01,205000,4,2,1711
"zpid_42709100","2521 NW 26th Pl, Gainesville, FL",2017-01-31,587000,4,5,3825
"zpid_42736530","507 NW 19th St, Gainesville, FL",2017-01-31,234500,4,2,1857
"zpid_81790250","910 NW 17th Ave, Gainesville, FL",2017-01-31,262000,4,3,2366
"zpid_103011439","2053 NW 76th Pl, Gainesville, FL",2017-01-31,167500,4,2,1567
"zpid_42707044","4519 NW 35th Ter, Gainesville, FL",2017-01-31,170000,3,2,1535
"zpid_42706208","6119 NW 43rd Ave, Gainesville, FL",2017-01-31,209000,4,2,1845
"zpid_103030252","1277 NW 118th St, Gainesville, FL",2017-01-30,246000,4,2,2450
"zpid_60222712","9366 NW 26th Ave, Gainesville, FL",2017-01-30,279000,4,3,2496
"zpid_42705117","5231 NW 54th Ct, Gainesville, FL",2017-01-30,208000,3,2,2012
"zpid_42704074","3663 NW 67th Ave, Gainesville, FL",2017-01-27,197600,3,2,1607
"zpid_42706821","3527 NW 52nd Ave, Gainesville, FL",2017-01-27,185500,3,2,1920
"zpid_42708820","2836 NW 45th Ave, Gainesville, FL",2017-01-27,187000,3,2,1752
"zpid_58879966","4311 SW 21st Ln, Gainesville, FL",2017-01-27,84000,2,2,1208
"zpid_42711047","5315 NW 30th Ln, Gainesville, FL",2017-01-26,163000,4,2,1552
"zpid_42716328","537 NW 35th Ter, Gainesville, FL",2017-01-26,152500,3,2,1600
"zpid_42716562","3637 NW 7th Pl, Gainesville, FL",2017-01-25,170000,3,2,1713
"zpid_42708139","2518 NW 51st Pl, Gainesville, FL",2017-01-25,132000,2,2,1196
"zpid_103031255","1707 SW 66th Dr, Gainesville, FL",2017-01-25,235043,3,2,1825
"zpid_66691246","4732 NW 80th Rd, Gainesville, FL",2017-01-25,172000,3,2,1545
"zpid_42717753","214 SW 80th Blvd, Gainesville, FL",2017-01-25,305000,4,3,2685
"zpid_42721099","8431 SW 46th Ln, Gainesville, FL",2017-01-25,163000,2,3,1215
"zpid_118487085","1557 NW 100th Dr, Gainesville, FL",2017-01-25,395000,4,4,2932
"zpid_118490435","9919 NW 17th Rd, Gainesville, FL",2017-01-25,371900,4,4,2763
"zpid_42731267","1008 NW 8th St, Gainesville, FL",2017-01-25,68985,3,2,1288
"zpid_42707340","4721 NW 39th Ter, Gainesville, FL",2017-01-25,180000,4,2,2100
"zpid_42704379","3437 NW 61st Pl, Gainesville, FL",2017-01-24,228000,4,2,2186
"zpid_42730045","2833 NW 21st Ter, Gainesville, FL",2017-01-24,164900,4,2,1508
"zpid_42731257","1005 NW 10th St, Gainesville, FL",2017-01-24,79900,2,2,1110
"zpid_42721001","5105 SW 86th Ter, Gainesville, FL",2017-01-24,73000,2,1,986
"zpid_42711777","7821 NW 35th Pl, Gainesville, FL",2017-01-24,240000,4,2.5,2174
"zpid_42710413","3609 NW 40th Ter, Gainesville, FL",2017-01-24,187500,4,2,1853
"zpid_42717192","631 NW 58th St, Gainesville, FL",2017-01-23,170000,4,3,2387
"zpid_42714721","1029 NW 36th Ter, Gainesville, FL",2017-01-23,170000,4,2,1725
"zpid_42736547","2255 NW 5th Pl, Gainesville, FL",2017-01-23,363000,3,2,2260
"zpid_42721432","4712 SW 76th Ter, Gainesville, FL",2017-01-23,85000,3,3,1758
"zpid_42711262","5328 NW 24th Pl, Gainesville, FL",2017-01-23,1e+05,3,2,1288
"zpid_42696990","10942 NW 32nd Ave, Gainesville, FL",2017-01-20,180000,3,2,2269
"zpid_42714856","1805 NW 36th Ter, Gainesville, FL",2017-01-20,180000,4,2,1984
"zpid_42717734","8427 SW 1st Ave, Gainesville, FL",2017-01-20,181000,3,2,1794
"zpid_42713840","1409 NW 48th Ter, Gainesville, FL",2017-01-20,310000,4,3,3001
"zpid_42719699","7620 SW 19th Pl, Gainesville, FL",2017-01-20,185500,3,2,1641
"zpid_42709128","2336 NW 27th Ln, Gainesville, FL",2017-01-20,280000,4,2,2283
"zpid_103035712","4858 NW 81st Ave, Gainesville, FL",2017-01-20,220000,4,3,1991
"zpid_42715824","415 NW 27th St, Gainesville, FL",2017-01-19,180000,3,2,1346
"zpid_42705403","5412 NW 45th Dr, Gainesville, FL",2017-01-19,139082,4,2,2463
"zpid_42717164","5111 NW 4th Pl, Gainesville, FL",2017-01-19,208000,4,3,1930
"zpid_42722032","9335 SW 46th Pl, Gainesville, FL",2017-01-19,605000,4,4,3699
"zpid_89738475","11234 NW 18th Rd, Gainesville, FL",2017-01-18,330000,4,3,3000
"zpid_58882599","10644 NW 9th Rd, Gainesville, FL",2017-01-18,215000,3,2,2044
"zpid_42702316","8620 NW 13th St LOT 200, Gainesville, FL",2017-01-18,105000,2,2,1152
"zpid_42718340","9518 SW 9th Pl, Gainesville, FL",2017-01-18,260000,3,2,2130
"zpid_42719180","7204 SW 17th Pl, Gainesville, FL",2017-01-17,140000,3,2,1692
"zpid_42722144","9118 SW 49th Pl, Gainesville, FL",2017-01-17,287000,4,4,2522
"zpid_42703692","5803 NW 26th St, Gainesville, FL",2017-01-17,135000,3,2,1548
"zpid_42726871","4340 NW 21st Ter, Gainesville, FL",2017-01-17,158000,3,2,1275
"zpid_103022801","4850 NW 81st Ave, Gainesville, FL",2017-01-17,81142,4,2,1937
"zpid_60067992","2175 NW 88th St, Gainesville, FL",2017-01-17,110000,3,2,1334
"zpid_42702855","6910 NW 49th Ter, Gainesville, FL",2017-01-17,318000,4,3,2476
"zpid_103031604","8205 NW 54th Ter, Gainesville, FL",2017-01-17,204500,3,2,1697
"zpid_42736894","1100 SW 19th Pl, Gainesville, FL",2017-01-17,122000,3,2,1444
"zpid_42708800","4716 NW 28th St, Gainesville, FL",2017-01-17,23500,3,2,1458
"zpid_103029230","3886 SW 105th St, Gainesville, FL",2017-01-13,754000,4,3,3582
"zpid_42707424","4096 NW 37th Ter, Gainesville, FL",2017-01-12,330000,4,3,2652
"zpid_42736892","1010 SW 19th Pl, Gainesville, FL",2017-01-12,145000,3,2,1236
"zpid_42707468","4148 NW 35th St, Gainesville, FL",2017-01-12,180000,3,2.5,1882
"zpid_42718649","8130 SW 12th Pl, Gainesville, FL",2017-01-11,112000,3,2,1205
"zpid_42717626","10 NW 88th Ter, Gainesville, FL",2017-01-11,350000,4,3,2860
"zpid_42714488","3854 NW 15th Ave, Gainesville, FL",2017-01-11,114900,3,1,912
"zpid_42713080","1240 NW 55th St, Gainesville, FL",2017-01-11,75000,3,2,1040
"zpid_42722107","5063 SW 91st Dr, Gainesville, FL",2017-01-10,399900,4,4,2781
"zpid_42704472","6002 NW 37th Dr, Gainesville, FL",2017-01-10,157000,3,2,1338
"zpid_42707118","3721 NW 43rd Pl, Gainesville, FL",2017-01-10,199900,3,2,1751
"zpid_82051707","3425 SW 74th Way, Gainesville, FL",2017-01-10,93000,3,2,1965
"zpid_42714937","1907 NW 37th Blvd, Gainesville, FL",2017-01-10,60000,3,2,1291
"zpid_42721067","4535 SW 84th Dr, Gainesville, FL",2017-01-09,178000,3,2,1258
"zpid_70607371","2927 SW 91st Ter, Gainesville, FL",2017-01-09,315000,4,3,2326
"zpid_42713979","1007 NW 42nd Dr, Gainesville, FL",2017-01-09,23000,4,3,1759
"zpid_51175080","11914 NW 10th Rd, Gainesville, FL",2017-01-09,238000,4,2,1877
"zpid_42720184","3721 SW 84th St, Gainesville, FL",2017-01-09,363000,4,3,2966
"zpid_42722403","3616 SW 97th Way, Gainesville, FL",2017-01-09,342857,3,3,2396
"zpid_42721403","8627 SW 42nd Pl, Gainesville, FL",2017-01-09,620000,4,4,3824
"zpid_103036833","12059 SW 2nd Rd, Gainesville, FL",2017-01-09,369000,4,3,2715
"zpid_42730256","1659 NW 19th Cir, Gainesville, FL",2017-01-09,175000,3,3,2207
"zpid_103022206","13555 NW 5th Ln, Newberry, FL",2017-01-09,320000,4,2,1987
"zpid_42714176","4027 NW 18th Pl, Gainesville, FL",2017-01-09,104000,3,2,1196
"zpid_42715591","1226 NW 23rd Ter, Gainesville, FL",2017-01-06,390000,4,3,3114
"zpid_42712807","1501 NW 89th Ter, Gainesville, FL",2017-01-06,132000,3,2,1588
"zpid_66691447","1479 SW 84th Ter, Gainesville, FL",2017-01-05,320000,3,2,2272
"zpid_42696913","10929 NW 35th Pl, Gainesville, FL",2017-01-05,179900,2,2,2126
"zpid_103018608","5069 NW 22nd St, Gainesville, FL",2017-01-05,165400,2,2,1139
"zpid_42718083","528 NW 98th St, Gainesville, FL",2017-01-04,174000,3,2,1425
"zpid_58882367","2824 NW 39th Ter, Gainesville, FL",2017-01-04,133000,2,2,1340
"zpid_42724759","3825 SW 19th St, Gainesville, FL",2017-01-03,225000,4,2,2352
"zpid_42697566","1001 NW 122nd Ter, Newberry, FL",2017-01-03,162000,3,2,1563
"zpid_42735800","120 NW 10th St, Gainesville, FL",2017-01-03,128800,4,2,1870
"zpid_42727485","4110 NW 19th St, Gainesville, FL",2017-01-03,80714,3,1,1176
"zpid_42706105","4414 NW 61st Ter, Gainesville, FL",2017-01-03,245000,4,3,2119
"zpid_42707823","4313 NW 27th Ter, Gainesville, FL",2017-01-03,120000,3,2,1476
"zpid_42735628","109 NW 10th St, Gainesville, FL",2017-01-03,110000,3,1,1332
"zpid_58879750","902 SW 51st Way, Gainesville, FL",2017-01-03,131000,3,2,1684
"zpid_66691309","3833 NW 26th Ter, Gainesville, FL",2017-01-03,145000,3,2,1409
"zpid_42730664","1416 NW 12th Rd, Gainesville, FL",2017-01-03,165400,3,2,1909
"zpid_2095823798","13638 12th Place, Newberry, FL",2017-01-02,322378,4,3,1982
"zpid_2095823742","13661 10th Place, Newberry, FL",2017-01-02,545198,4,4,3400
"zpid_42721893","4236 SW 104th Ter, Gainesville, FL",2016-12-30,760000,4,4,3668
"zpid_42705400","5310 NW 45th Dr, Gainesville, FL",2016-12-30,255000,4,2,2261
"zpid_42708125","2518 NW 52nd Ave, Gainesville, FL",2016-12-30,151500,3,2,1171
"zpid_66690120","3853 SW 91st Dr, Gainesville, FL",2016-12-30,320000,4,3,2576
"zpid_42721000","5107 SW 86th Ter, Gainesville, FL",2016-12-30,144500,3,2,1320
"zpid_42703269","6512 NW 31st Ter, Gainesville, FL",2016-12-30,159900,3,2,1418
"zpid_42721213","5433 SW 91st Ter, Gainesville, FL",2016-12-30,222500,3,2,2111
"zpid_42713881","4811 NW 13th Ave, Gainesville, FL",2016-12-30,230000,4,3,2589
"zpid_42711942","10559 NW 32nd Rd, Gainesville, FL",2016-12-30,225000,4,2,2040
"zpid_42703138","2817 NW 54th Ave, Gainesville, FL",2016-12-29,140000,3,2,1252
"zpid_42731035","2126 NW 6th St, Gainesville, FL",2016-12-29,110000,3,1,884
"zpid_66688681","939 SW 83rd Ter, Gainesville, FL",2016-12-29,275000,3,2,2022
"zpid_42702588","7606 NW 53rd Way, Gainesville, FL",2016-12-29,350000,5,3,3109
"zpid_66689993","11545 NW 18th Pl, Gainesville, FL",2016-12-29,175000,3,3,1736
"zpid_42730467","1620 NW 22nd St, Gainesville, FL",2016-12-29,230000,3,3,2607
"zpid_42705399","5321 NW 45th Dr, Gainesville, FL",2016-12-29,250000,3,3,2220
"zpid_70606704","14203 NW 29th Ave, Gainesville, FL",2016-12-29,325000,4,4,2678
"zpid_42708480","2919 NW 43rd Ave, Gainesville, FL",2016-12-29,125000,2,2,960
"zpid_58536009","8206 SW 51st Rd, Gainesville, FL",2016-12-29,225000,4,2,2178
"zpid_42708176","2742 NW 52nd Pl, Gainesville, FL",2016-12-29,149900,3,2,1332
"zpid_42715236","1933 NW 24th St, Gainesville, FL",2016-12-28,423000,4,3,3186
"zpid_42712319","9220 NW 11th Pl, Gainesville, FL",2016-12-28,232000,4,3,2487
"zpid_81780559","2601 SW Archer Rd # F322, Gainesville, FL",2016-12-28,108500,4,2,1177
